name,address,price,psf,description,bedroom,bathroom,carpark
"Bandar Seri Botani, simpang pulai, Ipoh","Ipoh, Perak","RM 1,700",(RM 1.13 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,500 sq. ft.",4,3,
"meru perdana 2, Ipoh","Ipoh, Perak","RM 1,300",(RM 0.93 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,400 sq. ft.  •  Partly furnished",4,3,2
"Meru,Meru Perdana, Ipoh","Ipoh, Perak","RM 1,300",(RM 0.93 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.  •  Partly furnished",4,3,2
"The Haven, Tambun","Tambun, Perak","RM 1,700",(RM 1.42 per sq. ft.),"Condominium  •  Built-up : 1,200 sq. ft.",3,2,1
"Tasek, Ipoh","Ipoh, Perak","RM 1,200",(RM 1 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,200 sq. ft.",4,3,
"Casa Residences, Chemor","Chemor, Perak",RM 800,(RM 0.94 per sq. ft.),Condominium  •  Built-up : 850 sq. ft.  •  Partly furnished,3,2,1
"The Haven, Tambun","Tambun, Perak","RM 1,700",(RM 1.89 per sq. ft.),Condominium | Intermediate  •  Built-up : 900 sq. ft.  •  Fully furnished,3,2,1
"The Haven, Tambun","Tambun, Perak","RM 1,700",(RM 1.7 per sq. ft.),"Condominium  •  Built-up : 1,000 sq. ft.  •  Fully furnished",3,2,1
"The Haven, Tambun","Tambun, Perak","RM 2,500",(RM 1.63 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,534 sq. ft.  •  Fully furnished",3,2,1
"Casa Residences, Chemor","Chemor, Perak",RM 850,(RM 1 per sq. ft.),Condominium | Intermediate  •  Built-up : 850 sq. ft.  •  Partly furnished,3,2,1
Ipoh,"Ipoh, Perak","RM 1,300",(RM 0.93 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",4,3,
"Bercham, Ipoh","Ipoh, Perak",RM 800,(RM 0.74 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,080 sq. ft.  •  Partly furnished",3,2,
"Meru Heights Residences, Ipoh","Ipoh, Perak","RM 1,200",(RM 1.4 per sq. ft.),Condominium | Intermediate  •  Built-up : 855 sq. ft.  •  Fully furnished,2,2,2
"tasek, Ipoh","Ipoh, Perak","RM 1,200",(RM 0.86 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.  •  Fully furnished",4,3,2
"Menglembu, Ipoh","Ipoh, Perak",RM 600,(RM 0.36 per sq. ft.),"1-sty Terrace/Link House | Intermediate  •  Built-up : 1,650 sq. ft.  •  Partly furnished",3,1,
"The Haven, Tambun","Tambun, Perak","RM 1,850",(RM 1.87 per sq. ft.),Condominium | Intermediate  •  Built-up : 987 sq. ft.  •  Fully furnished,2,2,1
"Tasek,Klebang, Ipoh","Ipoh, Perak","RM 1,200",(RM 0.86 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.  •  Fully furnished",4,3,3
"Casa Residences, Chemor","Chemor, Perak",RM 850,(RM 1 per sq. ft.),Condominium | Intermediate  •  Built-up : 850 sq. ft.  •  Partly furnished,3,2,1
"Bandar Sri Botani, Ipoh","Ipoh, Perak","RM 2,900",(RM 1.01 per sq. ft.),"2-sty Terrace/Link House | Corner lot  •  Built-up : 2,875 sq. ft.  •  Fully furnished",4,3,
"Bandar Baru Sri Klebang, Ipoh","Ipoh, Perak","RM 1,250",(RM 0.54 per sq. ft.),"2-sty Terrace/Link House | End lot  •  Built-up : 2,295 sq. ft.  •  Partly furnished",4,3,
"Pasir Puteh, Ipoh","Ipoh, Perak","RM 1,700",(RM 0.33 per sq. ft.),"2-sty Terrace/Link House | Corner lot  •  Built-up : 5,082 sq. ft.  •  Unfurnished",4,2,
"Scientex, Ipoh","Ipoh, Perak","RM 1,400",(RM 1.47 per sq. ft.),Apartment  •  Built-up : 951 sq. ft.  •  Partly furnished,2,2,1
"Meru Heights Residences, Ipoh","Ipoh, Perak",RM 850,(RM 0.99 per sq. ft.),Condominium  •  Built-up : 855 sq. ft.  •  Unfurnished,2,3,1
Ipoh,"Ipoh, Perak","RM 1,500",(RM 3.75 per sq. ft.),1-sty Terrace/Link House  •  Built-up : 400 sq. ft.,1,1,1
"Upper East @ Tiger Lane, Ipoh","Ipoh, Perak","RM 1,500",(RM 3.57 per sq. ft.),Condominium | Dual key  •  Built-up : 420 sq. ft.,Studio,1,1
"Meru Heights Residences, Ipoh","Ipoh, Perak",RM 800,(RM 0.94 per sq. ft.),Condominium  •  Built-up : 850 sq. ft.,3,2,1
"Botani, Ipoh","Ipoh, Perak","RM 3,800",(RM 0.65 per sq. ft.),"Bungalow  •  Built-up : 5,860 sq. ft.",5,5,3
"Casa Residences, Chemor","Chemor, Perak",RM 800,(RM 0.94 per sq. ft.),Condominium | Intermediate  •  Built-up : 850 sq. ft.  •  Unfurnished,3,2,1
"The Haven, Tambun","Tambun, Perak","RM 2,500",(RM 1.72 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,450 sq. ft.  •  Fully furnished",3,2,1
"Desa Tronoh , Tronoh","Tronoh, Perak",RM 650,(RM 0.18 per sq. ft.),"Bungalow  •  Built-up : 3,600 sq. ft.",3,2,
"Lebuh Jansz, Ipoh","Ipoh, Perak","RM 2,600",(RM 0.65 per sq. ft.),"Bungalow | Corner lot  •  Built-up : 4,000 sq. ft.  •  Unfurnished",3,2,4
"Prima Ipoh, Ipoh","Ipoh, Perak","RM 1,400",(RM 1 per sq. ft.),"Condominium  •  Built-up : 1,400 sq. ft.  •  Fully furnished",3+1,3,1
"The Haven, Tambun","Tambun, Perak","RM 3,800",(RM 1.9 per sq. ft.),"Condominium  •  Built-up : 2,000 sq. ft.",4,3,
"Golf Vista Resort Homes, Ipoh","Ipoh, Perak","RM 1,500",(RM 1.64 per sq. ft.),Condominium  •  Built-up : 913 sq. ft.,2,2,1
"Rayaria, Ipoh","Ipoh, Perak","RM 1,300",(RM 1.16 per sq. ft.),"Condominium  •  Built-up : 1,120 sq. ft.  •  Fully furnished",3,3,1
"Kinta Riverfront Hotel & Suites, Ipoh","Ipoh, Perak","RM 1,600",(RM 1.31 per sq. ft.),"Condominium  •  Built-up : 1,223 sq. ft.  •  Partly furnished",3,2,1
"Kinta Riverfront Hotel & Suites, Ipoh","Ipoh, Perak","RM 1,800",(RM 1.47 per sq. ft.),"Condominium  •  Built-up : 1,223 sq. ft.  •  Fully furnished",3,2,1
"ipoh premier city, Ipoh","Ipoh, Perak","RM 1,400",(RM 0.73 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,920 sq. ft.  •  Partly furnished",4,3,2
"Sri Klebang, Ipoh","Ipoh, Perak","RM 1,100",(RM 0.59 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,870 sq. ft.",4,3,
"The Cove Hillside Residence, Ipoh","Ipoh, Perak","RM 2,800",(RM 2.68 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,044 sq. ft.  •  Fully furnished",3,2,1
"Klebang,Bandar Baru Sri Klebang, Ipoh","Ipoh, Perak","RM 1,100",(RM 0.73 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,500 sq. ft.  •  Partly furnished",4,3,2
"Tasek Square Residences, Ipoh, Ipoh","Ipoh, Perak","RM 3,700",(RM 0.53 per sq. ft.),"Bungalow | Corner lot  •  Built-up : 7,000 sq. ft.  •  Fully furnished",6+1,5,10
"Taman Iskandar Perdana, Seri Iskandar","Seri Iskandar, Perak",RM 600,(RM 0.86 per sq. ft.),1-sty Terrace/Link House | Intermediate  •  Built-up : 700 sq. ft.  •  Fully furnished,3,2,2
"Alpine Village, Tambun","Tambun, Perak","RM 1,300",(RM 1.49 per sq. ft.),Apartment | Intermediate  •  Built-up : 872 sq. ft.  •  Fully furnished,3,2,1
Tronoh,"Tronoh, Perak",RM 500,(RM 500 per sq. ft.),Bungalow  •  Built-up : 1 sq. ft.,3,2,1
"Casa Residences, Chemor","Chemor, Perak",RM 850,(RM 1 per sq. ft.),Condominium  •  Built-up : 850 sq. ft.,3,2,1
Ipoh,"Ipoh, Perak","RM 2,200",(RM 1.15 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,920 sq. ft.  •  Fully furnished",5,4,4
Ipoh,"Ipoh, Perak","RM 1,400",(RM 0.85 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,650 sq. ft.",3,3,
"Golf Vista Resort Homes, Ipoh","Ipoh, Perak","RM 1,500",(RM 1.67 per sq. ft.),Condominium  •  Built-up : 900 sq. ft.,2,2,1
"Seri Tecoma, Bandar Seri Botani, Ipoh","Ipoh, Perak","RM 1,500",(RM 1.5 per sq. ft.),"Apartment | Intermediate  •  Built-up : 1,000 sq. ft.  •  Fully furnished",3,2,2
"D'Festivo Residences, Ipoh","Ipoh, Perak","RM 1,400",(RM 2.41 per sq. ft.),Condominium | Intermediate  •  Built-up : 580 sq. ft.  •  Fully furnished,Studio,1,1
"Menglembu , Ipoh","Ipoh, Perak",RM 600,(RM 0.36 per sq. ft.),"1-sty Terrace/Link House  •  Built-up : 1,650 sq. ft.",3,2,
"Pengkalan,Desa Pengkalan Indah, Ipoh","Ipoh, Perak","RM 1,000",(RM 0.71 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.  •  Partly furnished",4,3,2
"lahat, Ipoh","Ipoh, Perak",RM 750,(RM 0.54 per sq. ft.),"1-sty Terrace/Link House | Intermediate  •  Built-up : 1,400 sq. ft.  •  Unfurnished",4,1,1
"Oasis, Ipoh","Ipoh, Perak","RM 1,500",(RM 1.59 per sq. ft.),Condominium | Intermediate  •  Built-up : 944 sq. ft.  •  Fully furnished,3,2,1
"Meru Heights Residences, Ipoh","Ipoh, Perak","RM 1,200",(RM 1.26 per sq. ft.),Condominium | Corner lot  •  Built-up : 952 sq. ft.,3,2,2
"Oasis, Ipoh","Ipoh, Perak","RM 1,500",(RM 1.41 per sq. ft.),"Condominium  •  Built-up : 1,066 sq. ft.  •  Partly furnished",3,2,1
"The Haven, Tambun","Tambun, Perak","RM 1,700",(RM 1.76 per sq. ft.),Condominium | Intermediate  •  Built-up : 968 sq. ft.  •  Fully furnished,2,2,1
"Tower Regency, Ipoh","Ipoh, Perak","RM 1,450",(RM 1.53 per sq. ft.),Serviced Residence  •  Built-up : 950 sq. ft.,2,2,
"Residensi Meru Raya (PR1MA @ Meru), Ipoh","Ipoh, Perak","RM 1,300",(RM 11.82 per sq. ft.),Apartment  •  Built-up : 110 sq. ft.,3,2,
"Botani,Panorama Lapangan Perdana, Ipoh","Ipoh, Perak","RM 1,200",(RM 0.86 per sq. ft.),"3-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",5,4,2
Ipoh,"Ipoh, Perak","RM 1,200",(RM 0.86 per sq. ft.),"3-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",5,4,
"D'Festivo Residences, Ipoh","Ipoh, Perak","RM 2,600",(RM 2.9 per sq. ft.),Condominium  •  Built-up : 897 sq. ft.,2,2,1
"Desa Park, Bandar Meru Raya, Ipoh, Ipoh","Ipoh, Perak","RM 4,500",(RM 1.36 per sq. ft.),"Semi-detached House | Intermediate  •  Built-up : 3,300 sq. ft.  •  Fully furnished",4+1,5,4
"Pasir Pinji , Ipoh","Ipoh, Perak","RM 5,000",(RM 0.71 per sq. ft.),"Bungalow | Intermediate  •  Built-up : 7,000 sq. ft.  •  Partly furnished",6+1,5,10
"Prima Ipoh, Ipoh","Ipoh, Perak","RM 1,300",(RM 1.18 per sq. ft.),"Condominium  •  Built-up : 1,100 sq. ft.  •  Fully furnished",2,2,1
"Ipoh Sunway city, Ipoh","Ipoh, Perak","RM 5,000",(RM 1.61 per sq. ft.),"Bungalow | Intermediate  •  Built-up : 3,100 sq. ft.  •  Fully furnished",4+1,5,5
"Sky Homes, Ipoh","Ipoh, Perak","RM 1,300",(RM 1.33 per sq. ft.),Condominium | Intermediate  •  Built-up : 980 sq. ft.  •  Fully furnished,3,2,1
"Residensi Falim (PR1MA Falim), Ipoh","Ipoh, Perak","RM 1,300",(RM 1.53 per sq. ft.),Apartment  •  Built-up : 850 sq. ft.  •  Fully furnished,3,2,1
"First Garden, Ipoh","Ipoh, Perak","RM 1,500",(RM 0.54 per sq. ft.),"Semi-detached House  •  Built-up : 2,800 sq. ft.",5,3,
"Pengkalan Station 18, Lahat","Lahat, Perak","RM 1,000",(RM 0.71 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,400 sq. ft.  •  Fully furnished",4,3,2
"Golf Vista Resort Homes, Ipoh","Ipoh, Perak","RM 1,500",(RM 1.55 per sq. ft.),Condominium  •  Built-up : 969 sq. ft.,2,2,1
"Chemor, Ipoh","Ipoh, Perak",RM 950,(RM 0.58 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,650 sq. ft.",4,3,
"Kinta Riverfront Hotel & Suites, Ipoh","Ipoh, Perak","RM 1,800",(RM 1.38 per sq. ft.),"Condominium | Intermediate  •  Built-up : 1,300 sq. ft.  •  Fully furnished",3,2,1
"D'Festivo Residences, Ipoh","Ipoh, Perak","RM 1,400",(RM 2.41 per sq. ft.),Condominium  •  Built-up : 580 sq. ft.  •  Fully furnished,Studio,1,1
"Pengkalan, Ipoh","Ipoh, Perak","RM 1,500",(RM 1 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,500 sq. ft.  •  Fully furnished",4,4,
"Sunway Garden Villa, Ipoh","Ipoh, Perak","RM 1,800",(RM 0.9 per sq. ft.),"Semi-detached House | Corner lot  •  Built-up : 2,000 sq. ft.",4,3,
"Taman Ipoh, Ipoh","Ipoh, Perak","RM 1,000",(RM 0.91 per sq. ft.),"1-sty Terrace/Link House | Intermediate  •  Built-up : 1,100 sq. ft.  •  Unfurnished",3,1,
Ipoh,"Ipoh, Perak","RM 1,500",(RM 1 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,500 sq. ft.",4,4,
"Scientex, Ipoh","Ipoh, Perak",RM 900,(RM 0.95 per sq. ft.),Apartment | Intermediate  •  Built-up : 952 sq. ft.  •  Unfurnished,3,2,1
"The Majestic, Ipoh","Ipoh, Perak","RM 2,000",(RM 2.22 per sq. ft.),Condominium  •  Built-up : 900 sq. ft.,2,2,2
"Genesis Ipoh, Jalan Kuala Kangsar, Ipoh","Ipoh, Perak","RM 1,800",(RM 1.07 per sq. ft.),"Townhouse | Intermediate  •  Built-up : 1,680 sq. ft.  •  Fully furnished",3,3,
"D'Festivo Residences, Ipoh","Ipoh, Perak","RM 2,600",(RM 2.9 per sq. ft.),Condominium  •  Built-up : 897 sq. ft.,2,2,1
"Canning garden, General hospital, Ipoh","Ipoh, Perak","RM 1,000",(RM 0.74 per sq. ft.),"1-sty Terrace/Link House | Intermediate  •  Built-up : 1,350 sq. ft.  •  Partly furnished",3,2,2
"Casa Residences, Chemor","Chemor, Perak",RM 950,(RM 1.12 per sq. ft.),Condominium  •  Built-up : 850 sq. ft.,3,2,1
"Pulai Height, Ipoh, Ipoh","Ipoh, Perak","RM 1,600",(RM 0.57 per sq. ft.),"Semi-detached House  •  Built-up : 2,800 sq. ft.",4,4,
"Taman klebang Bayu, Tasek, Ipoh","Ipoh, Perak",RM 950,(RM 0.68 per sq. ft.),"1-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",3,2,
"Meru,Jelapang, Ipoh","Ipoh, Perak","RM 1,200",(RM 1.26 per sq. ft.),1-sty Terrace/Link House  •  Built-up : 950 sq. ft.,3,2,1
"Panorama Lapangan Perdana, Ipoh","Ipoh, Perak",RM 450,(RM 0.66 per sq. ft.),Flat  •  Built-up : 680 sq. ft.,3,2,1
"Meru,Jelapang, Ipoh","Ipoh, Perak","RM 1,100",(RM 1.12 per sq. ft.),1-sty Terrace/Link House  •  Built-up : 981 sq. ft.,3,2,2
"Casa Residences, Chemor","Chemor, Perak",RM 850,(RM 1 per sq. ft.),Condominium  •  Built-up : 850 sq. ft.,3,2,1
"Damaipuri, Taman Chateau, Ipoh","Ipoh, Perak","RM 1,800",(RM 1.64 per sq. ft.),"Condominium  •  Built-up : 1,100 sq. ft.",3,2,1
"Taman Bandar Baru, Kampar","Kampar, Perak",RM 800,(RM 0.63 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,260 sq. ft.  •  Fully furnished",4,4,
"Bandar Seri Botani, Ipoh","Ipoh, Perak","RM 2,200",(RM 1.43 per sq. ft.),"2-sty Terrace/Link House | Corner lot  •  Built-up : 1,540 sq. ft.  •  Unfurnished",5,4,
"Residensi Meru Raya (PR1MA @ Meru), Ipoh","Ipoh, Perak","RM 1,300",(RM 1.3 per sq. ft.),"Apartment  •  Built-up : 1,000 sq. ft.",3,2,
"Permai Lake View Apartment, Tambun","Tambun, Perak",RM 850,(RM 1.16 per sq. ft.),Apartment | Intermediate  •  Built-up : 731 sq. ft.  •  Fully furnished,3,2,1
"First Garden , Ipoh","Ipoh, Perak",RM 900,(RM 0.55 per sq. ft.),"1-sty Terrace/Link House | Intermediate  •  Built-up : 1,650 sq. ft.  •  Partly furnished",3,2,2
"Residensi Meru Raya (PR1MA @ Meru), Ipoh","Ipoh, Perak","RM 1,300",(RM 1.3 per sq. ft.),"Apartment | Intermediate  •  Built-up : 1,000 sq. ft.  •  Fully furnished",3,2,1
"Upper East @ Tiger Lane, Ipoh","Ipoh, Perak","RM 2,300",(RM 1.98 per sq. ft.),"Condominium | Intermediate  •  Built-up : 1,162 sq. ft.  •  Fully furnished",3,2,1
"Tasek, Ipoh","Ipoh, Perak","RM 1,500",(RM 0.54 per sq. ft.),"1-sty Terrace/Link House  •  Built-up : 2,800 sq. ft.",3,2,
"Golf Vista Resort Homes, Ipoh","Ipoh, Perak","RM 1,600",(RM 1.65 per sq. ft.),Condominium | Intermediate  •  Built-up : 968 sq. ft.  •  Fully furnished,2,2,1
"Tasek Botani, Ipoh","Ipoh, Perak","RM 3,800",(RM 0.63 per sq. ft.),"Bungalow  •  Built-up : 6,000 sq. ft.  •  Fully furnished",4+1,5,
"Botani, Ipoh","Ipoh, Perak","RM 1,200",(RM 0.78 per sq. ft.),"2.5-sty Terrace/Link House  •  Built-up : 1,540 sq. ft.",4,4,
"Bercham Prima (Ipoh Kiara), Ipoh","Ipoh, Perak","RM 1,350",(RM 1.04 per sq. ft.),"Condominium  •  Built-up : 1,300 sq. ft.",3,2,1
"Casa Kayangan, Ipoh","Ipoh, Perak","RM 1,500",(RM 1.63 per sq. ft.),Apartment  •  Built-up : 920 sq. ft.  •  Fully furnished,3,2,1
"Meru, Ipoh","Ipoh, Perak","RM 1,500",(RM 1.07 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",4,3,
"Gunung Rapat, Ipoh","Ipoh, Perak","RM 1,700",(RM 1.21 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",4,3,
"The Cove Hillside Residence, Ipoh","Ipoh, Perak","RM 2,000",(RM 2 per sq. ft.),"Condominium  •  Built-up : 1,000 sq. ft.",3,2,1
"Alpine Village, Tambun","Tambun, Perak",RM 900,(RM 1.32 per sq. ft.),Apartment | Intermediate  •  Built-up : 680 sq. ft.  •  Fully furnished,2,2,1
"Kinta Riverfront Hotel & Suites, Ipoh","Ipoh, Perak","RM 1,800",(RM 1.67 per sq. ft.),"Condominium | Intermediate  •  Built-up : 1,080 sq. ft.  •  Fully furnished",3,2,1
"Residensi Meru Raya (PR1MA @ Meru), Ipoh","Ipoh, Perak","RM 1,300",(RM 1.3 per sq. ft.),"Apartment | Intermediate  •  Built-up : 1,000 sq. ft.  •  Fully furnished",3,2,1
"Bandar Seri Botani @ 2storey Cornerlot FOR SELL, Ipoh","Ipoh, Perak","RM 2,000",(RM 1.19 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,680 sq. ft.",4,3,
"Bandar Seri Botani @ FOR RENT, Ipoh","Ipoh, Perak","RM 1,500",(RM 0.97 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,540 sq. ft.",4,3,
"Pulai Height  Double Storey Semi-D, Ipoh","Ipoh, Perak","RM 1,600",(RM 0.57 per sq. ft.),"Semi-detached House  •  Built-up : 2,800 sq. ft.",4,4,
"The Majestic, Ipoh","Ipoh, Perak","RM 2,200",(RM 1.68 per sq. ft.),"Condominium | Corner lot  •  Built-up : 1,312 sq. ft.  •  Fully furnished",3,3,2
"Residensi Falim (PR1MA Falim), Ipoh","Ipoh, Perak","RM 1,300",(RM 1.44 per sq. ft.),Apartment  •  Built-up : 900 sq. ft.,3,2,1
"MERU, Ipoh","Ipoh, Perak","RM 1,000",(RM 0.71 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",4,3,
"Perak, Ipoh","Ipoh, Perak","RM 1,200",(RM 0.73 per sq. ft.),"2.5-sty Terrace/Link House  •  Built-up : 1,650 sq. ft.  •  Unfurnished",5,4,2
"(Freehold) Ipoh Town 2 Storey Semi D (For sale), Ipoh","Ipoh, Perak","RM 688,000",(RM 196.57 per sq. ft.),"Semi-detached House  •  Built-up : 3,500 sq. ft.",4,3,
"Meru Heights Residences, Ipoh","Ipoh, Perak","RM 1,300",(RM 1.52 per sq. ft.),Condominium | Intermediate  •  Built-up : 855 sq. ft.  •  Fully furnished,3,2,2
"Botani, Ipoh","Ipoh, Perak","RM 1,400",(RM 0.88 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,600 sq. ft.",4,3,
"Aeon Station 18, Pengkalan , Ipoh","Ipoh, Perak","RM 1,300",(RM 0.93 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",4,3,1
"Ipoh Canning Garden Single Storey Semi D, Ipoh","Ipoh, Perak","RM 1,300",(RM 0.45 per sq. ft.),"Semi-detached House  •  Built-up : 2,870 sq. ft.",4,3,
"Botani Double Storey Terrace House, Ipoh","Ipoh, Perak","RM 1,400",(RM 0.88 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,600 sq. ft.",4,4,
"Kinta Riverfront Hotel & Suites, Ipoh","Ipoh, Perak","RM 1,800",(RM 1.8 per sq. ft.),"Condominium  •  Built-up : 1,000 sq. ft.",3,2,
"Centre Point Suite, Taiping","Taiping, Perak",RM 800,(RM 1.14 per sq. ft.),Serviced Residence  •  Built-up : 700 sq. ft.  •  Unfurnished,2,1,1
"Jln Raja Dihilir , Ipoh","Ipoh, Perak","RM 8,000",(RM 0.8 per sq. ft.),"Bungalow  •  Built-up : 10,000 sq. ft.",10+2,9,50
"Gunung Rapat, Ipoh","Ipoh, Perak","RM 1,000",(RM 0.91 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,100 sq. ft.  •  Unfurnished",5,3,3
"Parkview Residences, Bandar Siber, Ipoh","Ipoh, Perak","RM 2,400",(RM 1.6 per sq. ft.),"Condominium  •  Built-up : 1,500 sq. ft.",4,3,2
Ipoh,"Ipoh, Perak","RM 8,000",(RM 0.44 per sq. ft.),"Bungalow | Intermediate  •  Built-up : 18,000 sq. ft.  •  Unfurnished",5,3,4
"Pangsapuri Seri Iskandar, Seri Iskandar","Seri Iskandar, Perak",RM 600,(RM 0.67 per sq. ft.),Apartment | Intermediate  •  Built-up : 900 sq. ft.  •  Unfurnished,3,2,2
"The Meadow Park, Kampar, Kampar","Kampar, Perak","RM 1,500",(RM 1.39 per sq. ft.),"Townhouse | Corner lot  •  Built-up : 1,080 sq. ft.  •  Fully furnished",4,4,1
"Allamanda, Ipoh","Ipoh, Perak","RM 2,000",(RM 1.18 per sq. ft.),"Condominium | Intermediate  •  Built-up : 1,700 sq. ft.  •  Fully furnished",3+1,3,1
"Batu gajah, Ipoh","Ipoh, Perak","RM 2,000",(RM 1.43 per sq. ft.),"1-sty Terrace/Link House | Corner lot  •  Built-up : 1,400 sq. ft.  •  Partly furnished",3,2,2
Ipoh,"Ipoh, Perak","RM 2,000",(RM 0.95 per sq. ft.),"Townhouse | Intermediate  •  Built-up : 2,107 sq. ft.  •  Fully furnished",3+1,4,2
"Bercham Prima (Ipoh Kiara), Ipoh","Ipoh, Perak","RM 1,350",(RM 1.04 per sq. ft.),"Condominium  •  Built-up : 1,300 sq. ft.  •  Fully furnished",3,2,1
"PASIR PUTEH, Ipoh","Ipoh, Perak","RM 2,000",(RM 0.56 per sq. ft.),"Semi-detached House  •  Built-up : 3,600 sq. ft.",4,3,
"Botani, Ipoh","Ipoh, Perak","RM 1,800",(RM 1.29 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",4,3,
"Casa Residences, Chemor","Chemor, Perak",RM 800,(RM 0.94 per sq. ft.),Condominium | Intermediate  •  Built-up : 850 sq. ft.  •  Partly furnished,3,2,1
"Klebang indah, Ipoh","Ipoh, Perak","RM 1,000",(RM 0.25 per sq. ft.),"Semi-detached House | Intermediate  •  Built-up : 4,000 sq. ft.  •  Unfurnished",4,3,2
"Klebang Indah, Ipoh","Ipoh, Perak","RM 1,000",(RM 0.31 per sq. ft.),"Semi-detached House  •  Built-up : 3,200 sq. ft.  •  Unfurnished",4,3,
"Residensi Meru Raya (PR1MA @ Meru), Ipoh","Ipoh, Perak",RM 950,(RM 0.95 per sq. ft.),"Apartment  •  Built-up : 1,000 sq. ft.",3,2,2
"Scientex, Ipoh","Ipoh, Perak","RM 1,300",(RM 1.33 per sq. ft.),Apartment  •  Built-up : 981 sq. ft.,3,2,2
"Casa Residences, Chemor","Chemor, Perak","RM 1,100",(RM 1.29 per sq. ft.),Condominium  •  Built-up : 850 sq. ft.,3,2,1
"Casa Residences, Chemor","Chemor, Perak",RM 900,(RM 1.06 per sq. ft.),Condominium  •  Built-up : 850 sq. ft.,3,2,1
"Scientex, Ipoh","Ipoh, Perak","RM 1,400",(RM 1.43 per sq. ft.),Apartment  •  Built-up : 981 sq. ft.,3,2,2
"Residensi Meru Raya (PR1MA @ Meru), Ipoh","Ipoh, Perak",RM 950,(RM 0.86 per sq. ft.),"Apartment | Corner lot  •  Built-up : 1,100 sq. ft.  •  Unfurnished",3,2,2
"bercham , Ipoh","Ipoh, Perak","RM 1,500",(RM 0.66 per sq. ft.),"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,260 sq. ft.  •  Partly furnished",4,3,2
"TAMAN SOONG CHOON, Ipoh","Ipoh, Perak","RM 1,800",(RM 1.29 per sq. ft.),"2-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",4,3,
"Loyal Garden Residences, Ipoh","Ipoh, Perak","RM 1,600",(RM 1.25 per sq. ft.),"Condominium  •  Built-up : 1,280 sq. ft.  •  Fully furnished",2,2,1
"Ipoh Tasek Square Residences, Ipoh","Ipoh, Perak","RM 2,800",(RM 1.33 per sq. ft.),"Semi-detached House  •  Built-up : 2,100 sq. ft.  •  Fully furnished",4+1,4,2
"Meru Heights Residences, Ipoh","Ipoh, Perak","RM 1,300",(RM 1.33 per sq. ft.),Condominium  •  Built-up : 981 sq. ft.,3,2,2
